Date,NH Budget,NH Actual,Sales Bud,Sales Act , Sales Actual/Budget,NH Actual/Budget,Efficiency Bud ,Efficiency Act,Efficiency Actual/Budget,Production Calendar,Customer Calendar,ADC Calendar,Customer Consumption Last 12 week,Stock Plant : TIC Tool,CLIENT FORCAST S1,HC DIRECT,HC INDIRECT,ABS P,ABS NP,FLUCTUATION,Year
1.0,0.12453890757486877,0.16457829473453303,0.6450560556133556,0.6136799873145488,-0.03755385911455367,-0.0698299549566679,0.7324831635876332,0.32916277406895467,0.24880510389448163,0.0995096786136924,-0.12140142768623785,-0.2666872911874025,0.8190009076872905,0.2001349288102179,-0.04486243161378284,-0.8643402183559858,-0.7603821849081182,-0.1268747615000616,0.039994329072918985,-0.23006302749584442,0.9332501104398294
0.12453890757486877,1.0,0.8494168300273408,0.32245387504750145,0.20185333422350651,-0.0589364614856992,-0.40631663505362214,0.2605109944364254,0.4598455977107577,0.3537585889762963,0.5395506451042947,0.11443606006664662,0.24024849800258108,0.08729841516926011,0.09244568916554514,-0.1853622149726555,0.004684928534741902,0.02289220528060412,-0.5490591256987447,0.16196750812020236,0.14361920713660078,0.1736415636690522
0.16457829473453303,0.8494168300273408,1.0,0.20251133601895357,0.35634138861082404,0.13748779371667447,0.04632432409133722,0.2764500758317097,0.5207202465878528,0.3919499186715818,0.6360661283112888,0.04082915977089523,0.21895246129253393,0.04516219568827255,-0.004580412541715983,-0.16161768454036213,-0.07936299834692823,-0.030157694707641635,-0.7656380931202871,0.3347391125643837,0.23990975451632046,0.2724255791749972
0.6450560556133556,0.32245387504750145,0.20251133601895357,1.0,0.7551875450947207,-0.33594177556572,-0.3937309167806298,0.8190414328609875,0.06004967405956847,0.16478796235490917,-0.024088457259562518,-0.12003631688007384,0.1959938635090564,0.18940697983155433,0.020302683930120954,0.377300164032709,0.3284969814727943,0.34573828182949,-0.1671862256591966,-0.2621711230548078,0.11530794432011408,0.7359459101411923
0.6136799873145488,0.20185333422350651,0.35634138861082404,0.7551875450947207,1.0,0.30276643970441564,0.1683497319062369,0.7465364831599584,0.10953059552349484,0.21060760642144066,0.30886357204705084,0.09300411061182455,0.25662072194395397,0.10920000208219795,-0.10416592898601888,0.4272121956177931,0.15093684773404514,0.2013727555795523,-0.6363539135050068,0.32352279211351254,0.08042848550040828,0.7599963469544283
-0.03755385911455367,-0.0589364614856992,0.13748779371667447,-0.33594177556572,0.30276643970441564,1.0,0.41026830273062787,-0.12540449020335845,0.004759334244997394,0.005044716574227713,0.24643862743749073,0.16007113280643984,0.14722879665785835,-0.048988701595145526,-0.04757367411642347,0.03128922766402222,-0.035671577221841305,-0.019652092111124227,-0.3635148231614065,0.33151171612747604,0.019496251761175906,0.007225134172786076
-0.0698299549566679,-0.40631663505362214,0.04632432409133722,-0.3937309167806298,0.1683497319062369,0.41026830273062787,1.0,-0.30449910091637705,-0.0498623482676657,0.0319714779376485,0.09088466619033929,-0.20037887351895087,-0.13459739216913674,-0.06360888259105181,-0.211237270005669,0.06021284920124612,-0.20652345792826668,-0.1460261345738374,-0.26486102187452804,0.25379774315080084,0.11104319175241473,-0.017094786482367147
0.7324831635876332,0.2605109944364254,0.2764500758317097,0.8190414328609875,0.7465364831599584,-0.12540449020335845,-0.30449910091637705,1.0,0.3320512025549472,0.06470627340889024,0.05852853002206314,-0.06803329770999848,-0.2681874723805581,0.3425943918396422,0.19392067128957666,-0.0054958504554385125,-0.23614964826359863,-0.17087483861058045,-0.28507028118779987,0.10268115308210371,0.010552498217260618,0.8536165733802151
0.32916277406895467,0.4598455977107577,0.5207202465878528,0.06004967405956847,0.10953059552349484,0.004759334244997394,-0.0498623482676657,0.3320512025549472,1.0,0.8718863444944193,0.4625214618218848,-0.02813822247942216,-0.13184325758897797,0.15009750904656036,-0.11312827810342116,-0.19569744440794115,-0.24209908724326218,-0.21590927410414287,-0.39852488391797936,0.22188271476224325,0.06690155894501233,0.3108008925249138
0.24880510389448163,0.3537585889762963,0.3919499186715818,0.16478796235490917,0.21060760642144066,0.005044716574227713,0.0319714779376485,0.06470627340889024,0.8718863444944193,1.0,0.33424819421720026,0.017558850156474046,-0.04428637441796336,0.2974380956526378,-0.011840680288405677,-0.013352463958186444,-0.30152728571799947,-0.2508309290434691,-0.2053943643042899,0.11537057019817526,0.007295057027639553,0.19025580964364308
0.0995096786136924,0.5395506451042947,0.6360661283112888,-0.024088457259562518,0.30886357204705084,0.24643862743749073,0.09088466619033929,0.05852853002206314,0.4625214618218848,0.33424819421720026,1.0,0.2209230084690695,0.18565301454318275,-0.06058310635307963,-0.17657042242821722,-0.24979692082914262,-0.07620394750854467,0.012664980753122213,-0.7652665521306853,0.4985425705826176,0.16776450993655184,0.2102072576608573
-0.12140142768623785,0.11443606006664662,0.04082915977089523,-0.12003631688007384,0.09300411061182455,0.16007113280643984,-0.20037887351895087,-0.06803329770999848,-0.02813822247942216,0.017558850156474046,0.2209230084690695,1.0,0.766395562721381,-0.15064219966468537,0.131012173318598,0.22002961084044306,0.2373376142168541,0.14950299471916909,-0.22460119480027796,0.1220387358419184,0.11381443522627442,-0.1373538390106151
-0.2666872911874025,0.24024849800258108,0.21895246129253393,0.1959938635090564,0.25662072194395397,0.14722879665785835,-0.13459739216913674,-0.2681874723805581,-0.13184325758897797,-0.04428637441796336,0.18565301454318275,0.766395562721381,1.0,-0.1443154138043017,0.16125064454224616,-0.09391773372844947,0.24020268438608777,0.2153147615792146,-0.32665421513590703,0.14431871312268751,0.17967837424467725,-0.23023868236525769
0.8190009076872905,0.08729841516926011,0.04516219568827255,0.18940697983155433,0.10920000208219795,-0.048988701595145526,-0.06360888259105181,0.3425943918396422,0.15009750904656036,0.2974380956526378,-0.06058310635307963,-0.15064219966468537,-0.1443154138043017,1.0,0.4004966660650388,-0.08935867775165374,-0.5876428556024351,-0.6077302150866072,-0.0468767178586902,-0.09678162833487437,-0.20328322941073362,0.571689488411246
0.2001349288102179,0.09244568916554514,-0.004580412541715983,0.020302683930120954,-0.10416592898601888,-0.04757367411642347,-0.211237270005669,0.19392067128957666,-0.11312827810342116,-0.011840680288405677,-0.17657042242821722,0.131012173318598,0.16125064454224616,0.4004966660650388,1.0,0.10809597347068571,-0.029156571876666895,-0.12820068938814863,0.001377396915158607,0.053980468428508434,-0.09785050496717966,0.2199790772934814
-0.04486243161378284,-0.1853622149726555,-0.16161768454036213,0.377300164032709,0.4272121956177931,0.03128922766402222,0.06021284920124612,-0.0054958504554385125,-0.19569744440794115,-0.013352463958186444,-0.24979692082914262,0.22002961084044306,-0.09391773372844947,-0.08935867775165374,0.10809597347068571,1.0,0.19352850444410147,0.20309557142345533,0.24592009796114178,-0.1687676721247572,-0.018911201036517198,-0.0014359906755443865
-0.8643402183559858,0.004684928534741902,-0.07936299834692823,0.3284969814727943,0.15093684773404514,-0.035671577221841305,-0.20652345792826668,-0.23614964826359863,-0.24209908724326218,-0.30152728571799947,-0.07620394750854467,0.2373376142168541,0.24020268438608777,-0.5876428556024351,-0.029156571876666895,0.19352850444410147,1.0,0.8999537227211015,0.1074633767070077,-0.13610086697016763,0.2745202634263681,-0.6847477597095747
-0.7603821849081182,0.02289220528060412,-0.030157694707641635,0.34573828182949,0.2013727555795523,-0.019652092111124227,-0.1460261345738374,-0.17087483861058045,-0.21590927410414287,-0.2508309290434691,0.012664980753122213,0.14950299471916909,0.2153147615792146,-0.6077302150866072,-0.12820068938814863,0.20309557142345533,0.8999537227211015,1.0,0.04673952741971413,-0.1048278805690675,0.3577087154543991,-0.54053473727215
-0.1268747615000616,-0.5490591256987447,-0.7656380931202871,-0.1671862256591966,-0.6363539135050068,-0.3635148231614065,-0.26486102187452804,-0.28507028118779987,-0.39852488391797936,-0.2053943643042899,-0.7652665521306853,-0.22460119480027796,-0.32665421513590703,-0.0468767178586902,0.001377396915158607,0.24592009796114178,0.1074633767070077,0.04673952741971413,1.0,-0.527043017893536,-0.21329993490405896,-0.33203579381565856
0.039994329072918985,0.16196750812020236,0.3347391125643837,-0.2621711230548078,0.32352279211351254,0.33151171612747604,0.25379774315080084,0.10268115308210371,0.22188271476224325,0.11537057019817526,0.4985425705826176,0.1220387358419184,0.14431871312268751,-0.09678162833487437,0.053980468428508434,-0.1687676721247572,-0.13610086697016763,-0.1048278805690675,-0.527043017893536,1.0,0.1162538216550794,0.2389664266312113
-0.23006302749584442,0.14361920713660078,0.23990975451632046,0.11530794432011408,0.08042848550040828,0.019496251761175906,0.11104319175241473,0.010552498217260618,0.06690155894501233,0.007295057027639553,0.16776450993655184,0.11381443522627442,0.17967837424467725,-0.20328322941073362,-0.09785050496717966,-0.018911201036517198,0.2745202634263681,0.3577087154543991,-0.21329993490405896,0.1162538216550794,1.0,-0.10108024561971535
0.9332501104398294,0.1736415636690522,0.2724255791749972,0.7359459101411923,0.7599963469544283,0.007225134172786076,-0.017094786482367147,0.8536165733802151,0.3108008925249138,0.19025580964364308,0.2102072576608573,-0.1373538390106151,-0.23023868236525769,0.571689488411246,0.2199790772934814,-0.0014359906755443865,-0.6847477597095747,-0.54053473727215,-0.33203579381565856,0.2389664266312113,-0.10108024561971535,1.0
